lfs_series,sa4,year,sex,ue_pc
Unemployment rate,Adelaide - Central and Hills,1998,Persons,6.2966958
Unemployment rate,Adelaide - Central and Hills,1999,Persons,5.639438875
Unemployment rate,Adelaide - Central and Hills,2000,Persons,5.814953542
Unemployment rate,Adelaide - Central and Hills,2001,Persons,5.36595745
Unemployment rate,Adelaide - Central and Hills,2002,Persons,5.713408067
Unemployment rate,Adelaide - Central and Hills,2003,Persons,3.978396758
Unemployment rate,Adelaide - Central and Hills,2004,Persons,3.50190125
Unemployment rate,Adelaide - Central and Hills,2005,Persons,3.932402325
Unemployment rate,Adelaide - Central and Hills,2006,Persons,3.329753825
Unemployment rate,Adelaide - Central and Hills,2007,Persons,3.754061092
Unemployment rate,Adelaide - Central and Hills,2008,Persons,3.456838875
Unemployment rate,Adelaide - Central and Hills,2009,Persons,4.9863836
Unemployment rate,Adelaide - Central and Hills,2010,Persons,3.805699667
Unemployment rate,Adelaide - Central and Hills,2011,Persons,4.466958375
Unemployment rate,Adelaide - Central and Hills,2012,Persons,4.077205458
Unemployment rate,Adelaide - Central and Hills,2013,Persons,4.965062125
Unemployment rate,Adelaide - Central and Hills,2014,Persons,4.505162742
Unemployment rate,Adelaide - Central and Hills,2015,Persons,5.864319175
Unemployment rate,Adelaide - Central and Hills,2016,Persons,6.025855425
Unemployment rate,Adelaide - Central and Hills,2017,Persons,4.488530958
Unemployment rate,Adelaide - Central and Hills,2018,Persons,4.164341675
Unemployment rate,Adelaide - North,1998,Persons,11.30295803
Unemployment rate,Adelaide - North,1999,Persons,9.483734692
Unemployment rate,Adelaide - North,2000,Persons,8.996752875
Unemployment rate,Adelaide - North,2001,Persons,8.9138374
Unemployment rate,Adelaide - North,2002,Persons,7.536543217
Unemployment rate,Adelaide - North,2003,Persons,7.921901375
Unemployment rate,Adelaide - North,2004,Persons,7.876743033
Unemployment rate,Adelaide - North,2005,Persons,6.176282017
Unemployment rate,Adelaide - North,2006,Persons,6.409010075
Unemployment rate,Adelaide - North,2007,Persons,6.705288608
Unemployment rate,Adelaide - North,2008,Persons,6.051712633
Unemployment rate,Adelaide - North,2009,Persons,7.838976592
Unemployment rate,Adelaide - North,2010,Persons,7.226971242
Unemployment rate,Adelaide - North,2011,Persons,7.780785292
Unemployment rate,Adelaide - North,2012,Persons,7.634915133
Unemployment rate,Adelaide - North,2013,Persons,8.1770995
Unemployment rate,Adelaide - North,2014,Persons,8.382255058
Unemployment rate,Adelaide - North,2015,Persons,8.639496442
Unemployment rate,Adelaide - North,2016,Persons,8.594602383
Unemployment rate,Adelaide - North,2017,Persons,7.7351747
Unemployment rate,Adelaide - North,2018,Persons,7.263949217
Unemployment rate,Adelaide - South,1998,Persons,6.291395567
Unemployment rate,Adelaide - South,1999,Persons,6.678358183
Unemployment rate,Adelaide - South,2000,Persons,6.585290842
Unemployment rate,Adelaide - South,2001,Persons,6.6411707
Unemployment rate,Adelaide - South,2002,Persons,5.84518035
Unemployment rate,Adelaide - South,2003,Persons,5.559793158
Unemployment rate,Adelaide - South,2004,Persons,5.981785467
Unemployment rate,Adelaide - South,2005,Persons,5.830136692
Unemployment rate,Adelaide - South,2006,Persons,5.140509492
Unemployment rate,Adelaide - South,2007,Persons,4.756218617
Unemployment rate,Adelaide - South,2008,Persons,4.720022592
Unemployment rate,Adelaide - South,2009,Persons,4.226858167
Unemployment rate,Adelaide - South,2010,Persons,5.210748058
Unemployment rate,Adelaide - South,2011,Persons,4.361670575
Unemployment rate,Adelaide - South,2012,Persons,5.224119517
Unemployment rate,Adelaide - South,2013,Persons,5.505189742
Unemployment rate,Adelaide - South,2014,Persons,6.5790692
Unemployment rate,Adelaide - South,2015,Persons,7.3199944
Unemployment rate,Adelaide - South,2016,Persons,6.680608842
Unemployment rate,Adelaide - South,2017,Persons,6.321738475
Unemployment rate,Adelaide - South,2018,Persons,5.949181758
Unemployment rate,Adelaide - West,1998,Persons,9.9370175
Unemployment rate,Adelaide - West,1999,Persons,9.7932181
Unemployment rate,Adelaide - West,2000,Persons,9.336372367
Unemployment rate,Adelaide - West,2001,Persons,8.059736308
Unemployment rate,Adelaide - West,2002,Persons,8.064131867
Unemployment rate,Adelaide - West,2003,Persons,7.1606047
Unemployment rate,Adelaide - West,2004,Persons,6.460625642
Unemployment rate,Adelaide - West,2005,Persons,6.017464775
Unemployment rate,Adelaide - West,2006,Persons,5.361848317
Unemployment rate,Adelaide - West,2007,Persons,5.088721708
Unemployment rate,Adelaide - West,2008,Persons,5.549410142
Unemployment rate,Adelaide - West,2009,Persons,6.769133925
Unemployment rate,Adelaide - West,2010,Persons,4.503249642
Unemployment rate,Adelaide - West,2011,Persons,4.585163442
Unemployment rate,Adelaide - West,2012,Persons,4.28169305
Unemployment rate,Adelaide - West,2013,Persons,6.30515495
Unemployment rate,Adelaide - West,2014,Persons,6.738448358
Unemployment rate,Adelaide - West,2015,Persons,7.510383133
Unemployment rate,Adelaide - West,2016,Persons,6.57708985
Unemployment rate,Adelaide - West,2017,Persons,7.394399333
Unemployment rate,Adelaide - West,2018,Persons,5.654502192
Unemployment rate,Ballarat,1998,Persons,13.3181139
Unemployment rate,Ballarat,1999,Persons,11.51106805
Unemployment rate,Ballarat,2000,Persons,9.858755267
Unemployment rate,Ballarat,2001,Persons,9.389531183
Unemployment rate,Ballarat,2002,Persons,9.928093275
Unemployment rate,Ballarat,2003,Persons,8.240931125
Unemployment rate,Ballarat,2004,Persons,9.742413342
Unemployment rate,Ballarat,2005,Persons,8.06562525
Unemployment rate,Ballarat,2006,Persons,8.993311383
Unemployment rate,Ballarat,2007,Persons,7.471662125
Unemployment rate,Ballarat,2008,Persons,5.847457758
Unemployment rate,Ballarat,2009,Persons,6.019984333
Unemployment rate,Ballarat,2010,Persons,7.444354442
Unemployment rate,Ballarat,2011,Persons,6.097608317
Unemployment rate,Ballarat,2012,Persons,6.07835065
Unemployment rate,Ballarat,2013,Persons,4.975929625
Unemployment rate,Ballarat,2014,Persons,5.889601175
Unemployment rate,Ballarat,2015,Persons,5.232175833
Unemployment rate,Ballarat,2016,Persons,5.28945575
Unemployment rate,Ballarat,2017,Persons,4.090183083
Unemployment rate,Ballarat,2018,Persons,4.268777133
Unemployment rate,Barossa - Yorke - Mid North,1998,Persons,10.69771213
Unemployment rate,Barossa - Yorke - Mid North,1999,Persons,8.933452367
Unemployment rate,Barossa - Yorke - Mid North,2000,Persons,6.767246458
Unemployment rate,Barossa - Yorke - Mid North,2001,Persons,8.273943633
Unemployment rate,Barossa - Yorke - Mid North,2002,Persons,7.299660783
Unemployment rate,Barossa - Yorke - Mid North,2003,Persons,7.730032042
Unemployment rate,Barossa - Yorke - Mid North,2004,Persons,5.249439375
Unemployment rate,Barossa - Yorke - Mid North,2005,Persons,3.50497185
Unemployment rate,Barossa - Yorke - Mid North,2006,Persons,4.870941275
Unemployment rate,Barossa - Yorke - Mid North,2007,Persons,4.411322383
Unemployment rate,Barossa - Yorke - Mid North,2008,Persons,4.242744742
Unemployment rate,Barossa - Yorke - Mid North,2009,Persons,2.900737233
Unemployment rate,Barossa - Yorke - Mid North,2010,Persons,3.400524283
Unemployment rate,Barossa - Yorke - Mid North,2011,Persons,3.722929092
Unemployment rate,Barossa - Yorke - Mid North,2012,Persons,4.425103633
Unemployment rate,Barossa - Yorke - Mid North,2013,Persons,5.922517517
Unemployment rate,Barossa - Yorke - Mid North,2014,Persons,7.300891325
Unemployment rate,Barossa - Yorke - Mid North,2015,Persons,8.17317345
Unemployment rate,Barossa - Yorke - Mid North,2016,Persons,5.524426458
Unemployment rate,Barossa - Yorke - Mid North,2017,Persons,5.5336944
Unemployment rate,Barossa - Yorke - Mid North,2018,Persons,5.823707425
Unemployment rate,Bendigo,1998,Persons,11.39572233
Unemployment rate,Bendigo,1999,Persons,9.57020265
Unemployment rate,Bendigo,2000,Persons,8.726536925
Unemployment rate,Bendigo,2001,Persons,8.633349758
Unemployment rate,Bendigo,2002,Persons,6.59684145
Unemployment rate,Bendigo,2003,Persons,4.033192917
Unemployment rate,Bendigo,2004,Persons,8.675100825
Unemployment rate,Bendigo,2005,Persons,7.096346875
Unemployment rate,Bendigo,2006,Persons,6.612059992
Unemployment rate,Bendigo,2007,Persons,6.32521895
Unemployment rate,Bendigo,2008,Persons,7.417007292
Unemployment rate,Bendigo,2009,Persons,6.0904653
Unemployment rate,Bendigo,2010,Persons,7.018993325
Unemployment rate,Bendigo,2011,Persons,4.37184555
Unemployment rate,Bendigo,2012,Persons,6.006718683
Unemployment rate,Bendigo,2013,Persons,7.129947592
Unemployment rate,Bendigo,2014,Persons,7.035173342
Unemployment rate,Bendigo,2015,Persons,7.1020816
Unemployment rate,Bendigo,2016,Persons,4.146249267
Unemployment rate,Bendigo,2017,Persons,6.659198775
Unemployment rate,Bendigo,2018,Persons,4.944554417
Unemployment rate,Brisbane - East,1998,Persons,8.210841067
Unemployment rate,Brisbane - East,1999,Persons,6.6317475
Unemployment rate,Brisbane - East,2000,Persons,6.285719408
Unemployment rate,Brisbane - East,2001,Persons,7.520853808
Unemployment rate,Brisbane - East,2002,Persons,7.8405487
Unemployment rate,Brisbane - East,2003,Persons,6.480162808
Unemployment rate,Brisbane - East,2004,Persons,4.325384058
Unemployment rate,Brisbane - East,2005,Persons,4.545426167
Unemployment rate,Brisbane - East,2006,Persons,4.912009742
Unemployment rate,Brisbane - East,2007,Persons,4.70955645
Unemployment rate,Brisbane - East,2008,Persons,3.69022555
Unemployment rate,Brisbane - East,2009,Persons,4.55334365
Unemployment rate,Brisbane - East,2010,Persons,6.326595683
Unemployment rate,Brisbane - East,2011,Persons,5.061873358
Unemployment rate,Brisbane - East,2012,Persons,5.181220792
Unemployment rate,Brisbane - East,2013,Persons,6.078437358
Unemployment rate,Brisbane - East,2014,Persons,4.243033633
Unemployment rate,Brisbane - East,2015,Persons,5.174732467
Unemployment rate,Brisbane - East,2016,Persons,6.008426933
Unemployment rate,Brisbane - East,2017,Persons,5.788578933
Unemployment rate,Brisbane - East,2018,Persons,5.405643433
Unemployment rate,Brisbane - North,1998,Persons,4.1379751
Unemployment rate,Brisbane - North,1999,Persons,6.330621842
Unemployment rate,Brisbane - North,2000,Persons,6.293235042
Unemployment rate,Brisbane - North,2001,Persons,7.65069245
Unemployment rate,Brisbane - North,2002,Persons,6.891366767
Unemployment rate,Brisbane - North,2003,Persons,5.5801045
Unemployment rate,Brisbane - North,2004,Persons,4.871546008
Unemployment rate,Brisbane - North,2005,Persons,4.367540617
Unemployment rate,Brisbane - North,2006,Persons,3.54047495
Unemployment rate,Brisbane - North,2007,Persons,3.414543858
Unemployment rate,Brisbane - North,2008,Persons,2.600308875
Unemployment rate,Brisbane - North,2009,Persons,4.604831875
Unemployment rate,Brisbane - North,2010,Persons,5.279459542
Unemployment rate,Brisbane - North,2011,Persons,3.7798343
Unemployment rate,Brisbane - North,2012,Persons,5.167676783
Unemployment rate,Brisbane - North,2013,Persons,3.817872533
Unemployment rate,Brisbane - North,2014,Persons,4.551087158
Unemployment rate,Brisbane - North,2015,Persons,5.478439842
Unemployment rate,Brisbane - North,2016,Persons,4.748248217
Unemployment rate,Brisbane - North,2017,Persons,4.554254317
Unemployment rate,Brisbane - North,2018,Persons,5.482271067
Unemployment rate,Brisbane - South,1998,Persons,6.845917033
Unemployment rate,Brisbane - South,1999,Persons,6.477147625
Unemployment rate,Brisbane - South,2000,Persons,6.1180991
Unemployment rate,Brisbane - South,2001,Persons,7.740057633
Unemployment rate,Brisbane - South,2002,Persons,7.0512859
Unemployment rate,Brisbane - South,2003,Persons,6.000220875
Unemployment rate,Brisbane - South,2004,Persons,6.134024717
Unemployment rate,Brisbane - South,2005,Persons,4.907819075
Unemployment rate,Brisbane - South,2006,Persons,3.815198458
Unemployment rate,Brisbane - South,2007,Persons,3.547127108
Unemployment rate,Brisbane - South,2008,Persons,3.180848783
Unemployment rate,Brisbane - South,2009,Persons,5.348004575
Unemployment rate,Brisbane - South,2010,Persons,4.764527725
Unemployment rate,Brisbane - South,2011,Persons,4.284341467
Unemployment rate,Brisbane - South,2012,Persons,5.04706695
Unemployment rate,Brisbane - South,2013,Persons,5.19945775
Unemployment rate,Brisbane - South,2014,Persons,6.437859267
Unemployment rate,Brisbane - South,2015,Persons,4.890660833
Unemployment rate,Brisbane - South,2016,Persons,6.2451563
Unemployment rate,Brisbane - South,2017,Persons,5.781583867
Unemployment rate,Brisbane - South,2018,Persons,5.976407708
Unemployment rate,Brisbane - West,1998,Persons,4.8632807
Unemployment rate,Brisbane - West,1999,Persons,4.411942858
Unemployment rate,Brisbane - West,2000,Persons,5.586419067
Unemployment rate,Brisbane - West,2001,Persons,5.822799717
Unemployment rate,Brisbane - West,2002,Persons,5.222540983
Unemployment rate,Brisbane - West,2003,Persons,4.02981745
Unemployment rate,Brisbane - West,2004,Persons,4.451183642
Unemployment rate,Brisbane - West,2005,Persons,4.1749132
Unemployment rate,Brisbane - West,2006,Persons,3.056056792
Unemployment rate,Brisbane - West,2007,Persons,2.58144365
Unemployment rate,Brisbane - West,2008,Persons,2.343054575
Unemployment rate,Brisbane - West,2009,Persons,2.538584975
Unemployment rate,Brisbane - West,2010,Persons,2.872240317
Unemployment rate,Brisbane - West,2011,Persons,3.151831567
Unemployment rate,Brisbane - West,2012,Persons,4.885040492
Unemployment rate,Brisbane - West,2013,Persons,4.826546508
Unemployment rate,Brisbane - West,2014,Persons,5.807694158
Unemployment rate,Brisbane - West,2015,Persons,5.847693667
Unemployment rate,Brisbane - West,2016,Persons,4.323095342
Unemployment rate,Brisbane - West,2017,Persons,6.383589992
Unemployment rate,Brisbane - West,2018,Persons,5.397151183
Unemployment rate,Brisbane Inner City,1998,Persons,5.540119267
Unemployment rate,Brisbane Inner City,1999,Persons,6.58948295
Unemployment rate,Brisbane Inner City,2000,Persons,5.363389
Unemployment rate,Brisbane Inner City,2001,Persons,6.454350108
Unemployment rate,Brisbane Inner City,2002,Persons,5.378556117
Unemployment rate,Brisbane Inner City,2003,Persons,5.231524825
Unemployment rate,Brisbane Inner City,2004,Persons,4.43204315
Unemployment rate,Brisbane Inner City,2005,Persons,3.467225933
Unemployment rate,Brisbane Inner City,2006,Persons,2.4856211
Unemployment rate,Brisbane Inner City,2007,Persons,2.606201542
Unemployment rate,Brisbane Inner City,2008,Persons,2.684199267
Unemployment rate,Brisbane Inner City,2009,Persons,3.367001425
Unemployment rate,Brisbane Inner City,2010,Persons,3.891314058
Unemployment rate,Brisbane Inner City,2011,Persons,3.750200642
Unemployment rate,Brisbane Inner City,2012,Persons,4.620408258
Unemployment rate,Brisbane Inner City,2013,Persons,5.499439092
Unemployment rate,Brisbane Inner City,2014,Persons,3.857373825
Unemployment rate,Brisbane Inner City,2015,Persons,4.666619467
Unemployment rate,Brisbane Inner City,2016,Persons,3.454977325
Unemployment rate,Brisbane Inner City,2017,Persons,4.326408433
Unemployment rate,Brisbane Inner City,2018,Persons,4.618481517
Unemployment rate,Bunbury,1998,Persons,5.940644433
Unemployment rate,Bunbury,1999,Persons,5.285706392
Unemployment rate,Bunbury,2000,Persons,5.649692433
Unemployment rate,Bunbury,2001,Persons,6.0247854
Unemployment rate,Bunbury,2002,Persons,6.12007185
Unemployment rate,Bunbury,2003,Persons,5.598260758
Unemployment rate,Bunbury,2004,Persons,5.514242475
Unemployment rate,Bunbury,2005,Persons,4.229354208
Unemployment rate,Bunbury,2006,Persons,2.997649542
Unemployment rate,Bunbury,2007,Persons,2.719250517
Unemployment rate,Bunbury,2008,Persons,3.186671292
Unemployment rate,Bunbury,2009,Persons,4.739627108
Unemployment rate,Bunbury,2010,Persons,4.834459917
Unemployment rate,Bunbury,2011,Persons,5.257771267
Unemployment rate,Bunbury,2012,Persons,5.294844308
Unemployment rate,Bunbury,2013,Persons,5.054336467
Unemployment rate,Bunbury,2014,Persons,4.022984058
Unemployment rate,Bunbury,2015,Persons,4.58199775
Unemployment rate,Bunbury,2016,Persons,4.326469875
Unemployment rate,Bunbury,2017,Persons,5.08971495
Unemployment rate,Bunbury,2018,Persons,5.394975542
Unemployment rate,Cairns,1998,Persons,7.534566533
Unemployment rate,Cairns,1999,Persons,6.292317492
Unemployment rate,Cairns,2000,Persons,7.011534492
Unemployment rate,Cairns,2001,Persons,6.916199375
Unemployment rate,Cairns,2002,Persons,7.136267883
Unemployment rate,Cairns,2003,Persons,6.248902383
Unemployment rate,Cairns,2004,Persons,4.467529292
Unemployment rate,Cairns,2005,Persons,6.495301908
Unemployment rate,Cairns,2006,Persons,6.243870667
Unemployment rate,Cairns,2007,Persons,4.220735917
Unemployment rate,Cairns,2008,Persons,5.377278883
Unemployment rate,Cairns,2009,Persons,8.486981908
Unemployment rate,Cairns,2010,Persons,7.271153808
Unemployment rate,Cairns,2011,Persons,7.719389267
Unemployment rate,Cairns,2012,Persons,8.89235505
Unemployment rate,Cairns,2013,Persons,7.788479917
Unemployment rate,Cairns,2014,Persons,7.978399575
Unemployment rate,Cairns,2015,Persons,7.978602492
Unemployment rate,Cairns,2016,Persons,7.793123942
Unemployment rate,Cairns,2017,Persons,5.874991458
Unemployment rate,Cairns,2018,Persons,6.2484896
Unemployment rate,Capital Region,1998,Persons,8.0394095
Unemployment rate,Capital Region,1999,Persons,8.223739692
Unemployment rate,Capital Region,2000,Persons,6.980992858
Unemployment rate,Capital Region,2001,Persons,6.588409517
Unemployment rate,Capital Region,2002,Persons,6.339388658
Unemployment rate,Capital Region,2003,Persons,5.11115835
Unemployment rate,Capital Region,2004,Persons,4.145767583
Unemployment rate,Capital Region,2005,Persons,4.487250692
Unemployment rate,Capital Region,2006,Persons,4.259881083
Unemployment rate,Capital Region,2007,Persons,3.009900708
Unemployment rate,Capital Region,2008,Persons,3.265341442
Unemployment rate,Capital Region,2009,Persons,5.332495492
Unemployment rate,Capital Region,2010,Persons,4.679359783
Unemployment rate,Capital Region,2011,Persons,2.759623108
Unemployment rate,Capital Region,2012,Persons,3.281474425
Unemployment rate,Capital Region,2013,Persons,4.146206058
Unemployment rate,Capital Region,2014,Persons,5.486410033
Unemployment rate,Capital Region,2015,Persons,3.73582805
Unemployment rate,Capital Region,2016,Persons,3.837250192
Unemployment rate,Capital Region,2017,Persons,5.059356033
Unemployment rate,Capital Region,2018,Persons,5.310348867
Unemployment rate,Central Coast,1998,Persons,8.233673933
Unemployment rate,Central Coast,1999,Persons,6.274851008
Unemployment rate,Central Coast,2000,Persons,7.2307346
Unemployment rate,Central Coast,2001,Persons,7.492667175
Unemployment rate,Central Coast,2002,Persons,7.119388375
Unemployment rate,Central Coast,2003,Persons,6.835042717
Unemployment rate,Central Coast,2004,Persons,7.758783542
Unemployment rate,Central Coast,2005,Persons,5.622785167
Unemployment rate,Central Coast,2006,Persons,6.655558533
Unemployment rate,Central Coast,2007,Persons,6.891689892
Unemployment rate,Central Coast,2008,Persons,5.305349408
Unemployment rate,Central Coast,2009,Persons,7.358231233
Unemployment rate,Central Coast,2010,Persons,5.314123275
Unemployment rate,Central Coast,2011,Persons,6.333280283
Unemployment rate,Central Coast,2012,Persons,6.113579908
Unemployment rate,Central Coast,2013,Persons,6.361877108
Unemployment rate,Central Coast,2014,Persons,6.784012825
Unemployment rate,Central Coast,2015,Persons,6.709624175
Unemployment rate,Central Coast,2016,Persons,5.225669325
Unemployment rate,Central Coast,2017,Persons,6.530519017
Unemployment rate,Central Coast,2018,Persons,5.680787
Unemployment rate,Coffs Harbour - Grafton,1998,Persons,8.026843333
Unemployment rate,Coffs Harbour - Grafton,1999,Persons,10.04419723
Unemployment rate,Coffs Harbour - Grafton,2000,Persons,9.234353467
Unemployment rate,Coffs Harbour - Grafton,2001,Persons,9.217729508
Unemployment rate,Coffs Harbour - Grafton,2002,Persons,10.51654533
Unemployment rate,Coffs Harbour - Grafton,2003,Persons,10.11104497
Unemployment rate,Coffs Harbour - Grafton,2004,Persons,9.246405358
Unemployment rate,Coffs Harbour - Grafton,2005,Persons,8.227947292
Unemployment rate,Coffs Harbour - Grafton,2006,Persons,8.71207905
Unemployment rate,Coffs Harbour - Grafton,2007,Persons,7.365497733
Unemployment rate,Coffs Harbour - Grafton,2008,Persons,6.971054483
Unemployment rate,Coffs Harbour - Grafton,2009,Persons,4.49262165
Unemployment rate,Coffs Harbour - Grafton,2010,Persons,4.181123058
Unemployment rate,Coffs Harbour - Grafton,2011,Persons,5.689733017
Unemployment rate,Coffs Harbour - Grafton,2012,Persons,6.9411078
Unemployment rate,Coffs Harbour - Grafton,2013,Persons,5.849756692
Unemployment rate,Coffs Harbour - Grafton,2014,Persons,7.079163408
Unemployment rate,Coffs Harbour - Grafton,2015,Persons,5.901736183
Unemployment rate,Coffs Harbour - Grafton,2016,Persons,5.444920942
Unemployment rate,Coffs Harbour - Grafton,2017,Persons,8.688757717
Unemployment rate,Coffs Harbour - Grafton,2018,Persons,9.109021517
Unemployment rate,Darling Downs - Maranoa,1998,Persons,6.4940065
Unemployment rate,Darling Downs - Maranoa,1999,Persons,3.125019992
Unemployment rate,Darling Downs - Maranoa,2000,Persons,2.958115242
Unemployment rate,Darling Downs - Maranoa,2001,Persons,3.650851617
Unemployment rate,Darling Downs - Maranoa,2002,Persons,3.557809858
Unemployment rate,Darling Downs - Maranoa,2003,Persons,4.215307225
Unemployment rate,Darling Downs - Maranoa,2004,Persons,3.227564042
Unemployment rate,Darling Downs - Maranoa,2005,Persons,3.170254142
Unemployment rate,Darling Downs - Maranoa,2006,Persons,3.852947817
Unemployment rate,Darling Downs - Maranoa,2007,Persons,2.696043717
Unemployment rate,Darling Downs - Maranoa,2008,Persons,1.883295275
Unemployment rate,Darling Downs - Maranoa,2009,Persons,2.191162975
Unemployment rate,Darling Downs - Maranoa,2010,Persons,4.066653492
Unemployment rate,Darling Downs - Maranoa,2011,Persons,3.810266892
Unemployment rate,Darling Downs - Maranoa,2012,Persons,3.112964175
Unemployment rate,Darling Downs - Maranoa,2013,Persons,2.6728897
Unemployment rate,Darling Downs - Maranoa,2014,Persons,3.636073133
Unemployment rate,Darling Downs - Maranoa,2015,Persons,3.7496864
Unemployment rate,Darling Downs - Maranoa,2016,Persons,3.517999042
Unemployment rate,Darling Downs - Maranoa,2017,Persons,4.974944017
Unemployment rate,Darling Downs - Maranoa,2018,Persons,5.509575117
Unemployment rate,Darwin,1998,Persons,4.0394412
Unemployment rate,Darwin,1999,Persons,4.3467708
Unemployment rate,Darwin,2000,Persons,5.463624775
Unemployment rate,Darwin,2001,Persons,6.381293925
Unemployment rate,Darwin,2002,Persons,6.051859408
Unemployment rate,Darwin,2003,Persons,5.178228958
Unemployment rate,Darwin,2004,Persons,4.510494883
Unemployment rate,Darwin,2005,Persons,4.20781835
Unemployment rate,Darwin,2006,Persons,3.375165617
Unemployment rate,Darwin,2007,Persons,2.976220625
Unemployment rate,Darwin,2008,Persons,3.421366067
Unemployment rate,Darwin,2009,Persons,4.170317375
Unemployment rate,Darwin,2010,Persons,2.965626558
Unemployment rate,Darwin,2011,Persons,3.048540092
Unemployment rate,Darwin,2012,Persons,3.3849212
Unemployment rate,Darwin,2013,Persons,3.084163967
Unemployment rate,Darwin,2014,Persons,3.048814167
Unemployment rate,Darwin,2015,Persons,3.2196009
Unemployment rate,Darwin,2016,Persons,3.425515167
Unemployment rate,Darwin,2017,Persons,3.456437658
Unemployment rate,Darwin,2018,Persons,3.855980067
Unemployment rate,Far West and Orana,1998,Persons,3.639112367
Unemployment rate,Far West and Orana,1999,Persons,4.7296546
Unemployment rate,Far West and Orana,2000,Persons,2.798776842
Unemployment rate,Far West and Orana,2001,Persons,3.608525
Unemployment rate,Far West and Orana,2002,Persons,3.098948283
Unemployment rate,Far West and Orana,2003,Persons,5.513707525
Unemployment rate,Far West and Orana,2004,Persons,5.710321767
Unemployment rate,Far West and Orana,2005,Persons,7.031022142
Unemployment rate,Far West and Orana,2006,Persons,5.507578933
Unemployment rate,Far West and Orana,2007,Persons,4.709877925
Unemployment rate,Far West and Orana,2008,Persons,4.573344925
Unemployment rate,Far West and Orana,2009,Persons,4.677759225
Unemployment rate,Far West and Orana,2010,Persons,7.203284067
Unemployment rate,Far West and Orana,2011,Persons,4.930839725
Unemployment rate,Far West and Orana,2012,Persons,4.0803093
Unemployment rate,Far West and Orana,2013,Persons,6.355359567
Unemployment rate,Far West and Orana,2014,Persons,5.500637683
Unemployment rate,Far West and Orana,2015,Persons,4.771625358
Unemployment rate,Far West and Orana,2016,Persons,5.860427892
Unemployment rate,Far West and Orana,2017,Persons,2.96765005
Unemployment rate,Far West and Orana,2018,Persons,3.056694808
Unemployment rate,Fitzroy,1998,Persons,8.130708367
Unemployment rate,Fitzroy,1999,Persons,9.024081992
Unemployment rate,Fitzroy,2000,Persons,7.822295267
Unemployment rate,Fitzroy,2001,Persons,8.524506992
Unemployment rate,Fitzroy,2002,Persons,8.7428452
Unemployment rate,Fitzroy,2003,Persons,7.077873325
Unemployment rate,Fitzroy,2004,Persons,6.52577825
Unemployment rate,Fitzroy,2005,Persons,4.50908535
Unemployment rate,Fitzroy,2006,Persons,3.989230617
Unemployment rate,Fitzroy,2007,Persons,3.794997442
Unemployment rate,Fitzroy,2008,Persons,4.8835002
Unemployment rate,Fitzroy,2009,Persons,5.745560308
Unemployment rate,Fitzroy,2010,Persons,5.877559458
Unemployment rate,Fitzroy,2011,Persons,5.524618508
Unemployment rate,Fitzroy,2012,Persons,5.016356592
Unemployment rate,Fitzroy,2013,Persons,6.710700558
Unemployment rate,Fitzroy,2014,Persons,5.042226158
Unemployment rate,Fitzroy,2015,Persons,7.365865142
Unemployment rate,Fitzroy,2016,Persons,5.988417325
Unemployment rate,Fitzroy,2017,Persons,7.042477917
Unemployment rate,Fitzroy,2018,Persons,6.549229833
Unemployment rate,Geelong,1998,Persons,9.8034036
Unemployment rate,Geelong,1999,Persons,9.15327875
Unemployment rate,Geelong,2000,Persons,8.352642058
Unemployment rate,Geelong,2001,Persons,5.870804367
Unemployment rate,Geelong,2002,Persons,6.651836142
Unemployment rate,Geelong,2003,Persons,6.667482408
Unemployment rate,Geelong,2004,Persons,6.824304375
Unemployment rate,Geelong,2005,Persons,7.04416165
Unemployment rate,Geelong,2006,Persons,6.601555742
Unemployment rate,Geelong,2007,Persons,5.873378758
Unemployment rate,Geelong,2008,Persons,3.760164558
Unemployment rate,Geelong,2009,Persons,6.437291083
Unemployment rate,Geelong,2010,Persons,6.588191325
Unemployment rate,Geelong,2011,Persons,4.750172
Unemployment rate,Geelong,2012,Persons,6.074606258
Unemployment rate,Geelong,2013,Persons,5.736781558
Unemployment rate,Geelong,2014,Persons,7.316427667
Unemployment rate,Geelong,2015,Persons,5.795835225
Unemployment rate,Geelong,2016,Persons,5.908329617
Unemployment rate,Geelong,2017,Persons,5.763645892
Unemployment rate,Geelong,2018,Persons,6.116956717
Unemployment rate,Gold Coast,1998,Persons,8.984414
Unemployment rate,Gold Coast,1999,Persons,7.963628325
Unemployment rate,Gold Coast,2000,Persons,8.095520308
Unemployment rate,Gold Coast,2001,Persons,8.68071645
Unemployment rate,Gold Coast,2002,Persons,7.18877995
Unemployment rate,Gold Coast,2003,Persons,6.591232975
Unemployment rate,Gold Coast,2004,Persons,5.1057485
Unemployment rate,Gold Coast,2005,Persons,4.187395558
Unemployment rate,Gold Coast,2006,Persons,4.026354433
Unemployment rate,Gold Coast,2007,Persons,3.242348317
Unemployment rate,Gold Coast,2008,Persons,3.89348305
Unemployment rate,Gold Coast,2009,Persons,5.530038567
Unemployment rate,Gold Coast,2010,Persons,6.135205058
Unemployment rate,Gold Coast,2011,Persons,6.143976067
Unemployment rate,Gold Coast,2012,Persons,5.5583523
Unemployment rate,Gold Coast,2013,Persons,5.651644317
Unemployment rate,Gold Coast,2014,Persons,6.010440167
